"";"data.indexRL";"data.indexS";"data.indexA";"data.female";"chechnya"
"1538";0,4;0,2;0,1;0;0
"1539";0,3;0,5;0,2;1;0
"1540";0,5;0,2;0,1;1;0
"1541";0,5;0,2;0,3;1;0
"1542";0,2;0,3;0;0;0
"1543";0,5;0,2;0;1;0
"1544";0,5;0,5;0;1;0
"1545";0,6;0;0,3;1;0
"1546";0,5;0,3;0,2;0;0
"1547";0,2;0,1;0,1;0;0
"1548";0,2;0,8;0;1;0
"1549";0;0,8;0,2;0;0
"1550";0;0,8;0,2;0;0
"1551";0,5;0;0,4;1;0
"1552";0,7;0,1;0,1;1;0
"1553";0;0,9;0;1;0
"1554";0,2;0,8;0;0;0
"1555";0;0,9;0;1;0
"1556";0,9;0,1;0;0;0
"1557";0,2;0,2;0,3;0;0
"1558";0,8;0;0,2;0;0
"1559";0,3;0,3;0,2;0;0
"1560";0;1;0;0;0
"1561";0,1;0,3;0,3;1;0
"1562";0,5;0,2;0,3;0;0
"1563";0,5;0,5;0;1;0
"1564";0,2;0,6;0,1;1;0
"1565";0,9;0;0,1;0;0
"1566";0;1;0;1;0
"1567";0,5;0,1;0,4;1;0
"1568";0,2;0,7;0,1;1;0
"1569";0,4;0,1;0,3;1;0
"1570";0,2;0,3;0,5;1;0
"1571";0,4;0,1;0,5;1;0
"1572";0;0,9;0;0;0
"1573";0,2;0,3;0;1;0
"1574";0,3;0,3;0,3;1;0
"1575";0,3;0,4;0;1;0
"1576";0,8;0,2;0;0;0
"1577";0,5;0,3;0;1;0
"1578";0,3;0,5;0;0;0
"1579";0,4;0,1;0,5;1;0
"1580";0,4;0,5;0,1;1;0
"1581";0,3;0,7;0;1;0
"1582";0,1;0,3;0,2;1;0
"1583";0,4;0,2;0,4;1;0
"1584";0,2;0,7;0;1;0
"1585";1;0;0;0;0
"1586";1;0;0;0;0
"1587";0,4;0,3;0,1;1;0
"1588";0,6;0,1;0;1;0
"1589";0,2;0,1;0,2;1;0
"1590";0;0,8;0;1;0
"1591";0,4;0,5;0,1;1;0
"1592";0;0;0,9;1;0
"1593";0,3;0,6;0,1;1;0
"1594";0,1;0,9;0;1;0
"1595";0,5;0,3;0;0;0
"1596";0,3;0,5;0,2;0;0
"1597";0,3;0,5;0,2;0;0
"1598";0,6;0,1;0,1;1;0
"1599";0,3;0;0,6;0;0
"1600";0,8;0,1;0;1;0
"1601";0,3;0,5;0,2;1;0
"1602";0,1;0,6;0,1;1;0
"1603";1;0;0;0;0
"1604";0;0,7;0;1;0
"1605";0;0,5;0,1;0;0
"1606";0,2;0,4;0;NA;0
"1607";0,9;0;0;0;0
"1608";0,2;0;0,8;0;0
"1609";0;0,4;0;NA;0
"1610";0,3;0,1;0,1;NA;0
"1611";0,3;0,4;0,1;NA;0
"1612";0,3;0,1;0,1;1;0
"1613";0;0;0;NA;0
