"";"Q1";"Q3";"Q3_graph";"Q5";"Q5_graph";"Q8_graph";"Q8";"Q10";"Q12";"Q14";"Q16";"Q18";"Q20";"court";"imam";"elders";"killed";"wounded";"damaged";"displaced";"edu";"income";"female";"age";"unemployed";"urban_com";"com_exposure";"russ_pop";"lmaltitude";"ldistance_Grozny";"lcom_size";"rayon";"location"
"931";1;4;4;3;3;3;3;3;3;3;1;1;1;0;0;0;0;NA;0;0;NA;2;0;50;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"932";3;4;4;3;3;3;3;4;3;1;1;3;1;0;0;0;0;0;2;0;3;2;0;49;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"933";2;5;4;3;3;2;2;2;3;3;3;2;3;0;0;0;0;0;0;1;NA;4;0;35;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"934";2;2;2;3;3;2;2;1;2;1;1;1;1;1;0;0;0;0;1;1;NA;NA;1;49;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya"
"935";2;3;3;2;2;3;3;2;3;1;1;3;2;0;0;0;0;0;1;0;NA;5;0;23;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya"
"936";1;3;3;5;4;4;4;2;2;4;2;3;4;0;0;0;0;0;1;0;NA;3;0;27;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya"
"937";2;4;4;3;3;2;2;2;3;1;1;2;1;0;0;0;0;0;1;1;NA;5;1;39;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya"
"938";3;5;4;3;3;1;1;2;3;1;2;1;3;1;1;1;0;0;1;0;NA;4;1;60;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya"
"939";3;4;4;2;2;1;1;3;3;1;1;3;1;1;1;1;0;1;1;0;6;4;1;44;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"940";1;4;4;1;1;2;2;2;2;3;3;1;1;0;1;1;0;0;1;0;6;3;0;46;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"941";2;1;1;2;2;4;4;4;2;1;1;3;2;0;0;0;0;0;2;0;3;3;0;47;1;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"942";1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;2;1;6;4;1;44;1;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"943";1;1;1;2;2;2;2;1;1;1;1;1;2;0;0;0;0;0;0;0;6;1;1;25;1;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"944";2;1;1;2;2;1;1;2;2;1;1;2;1;0;1;1;0;0;0;0;6;5;1;34;1;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"945";3;5;4;3;3;1;1;4;1;1;3;1;4;1;0;0;0;0;2;1;5;3;0;23;1;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"946";3;1;1;3;3;1;1;2;1;1;1;1;3;0;0;0;0;0;2;0;0;5;0;52;1;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"947";3;1;1;1;1;1;1;3;1;1;3;2;1;0;1;0;0;0;0;1;0;4;1;44;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"948";2;1;1;1;1;1;1;2;1;1;2;1;1;0;0;0;0;0;2;1;0;5;0;20;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"949";1;1;1;1;1;1;1;2;1;1;2;1;1;0;0;0;0;0;2;0;0;5;0;54;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"950";3;2;2;3;3;2;2;2;1;1;3;1;3;0;0;0;0;0;2;0;0;4;0;32;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"951";3;3;3;3;3;3;3;3;3;3;3;3;2;0;0;0;0;1;1;0;0;4;0;65;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"952";1;3;3;3;3;2;2;3;1;2;2;2;1;0;0;0;0;0;1;0;0;5;1;40;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"953";1;5;4;3;3;2;2;2;2;1;1;1;1;0;0;0;0;0;2;0;0;5;1;21;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"954";2;2;2;2;2;2;2;2;2;2;3;2;1;0;0;1;0;0;0;0;0;5;0;39;1;0;1;0;4,90527477843843;3,40119738166216;9,35867416648188;"shali";"Mesker_Yurt"
"955";2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;0;0;0;2;0;0;4;0;45;0;1;1;0;5,41610040220442;3,49650756146648;10,8634889028364;"shali";"Shali"
"956";2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;2;0;5;6;0;26;0;0;0;0;5,53338948872752;3,93182563272433;9,91205078319662;"achkhoy-martan";"Achkhoi-Martan"
"957";2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0;1;0;5;4;1;20;0;0;0;0;5,53338948872752;3,93182563272433;9,91205078319662;"achkhoy-martan";"Achkhoi-Martan"
"958";3;2;2;1;1;2;2;4;1;3;1;4;2;0;0;0;0;0;0;0;5;4;0;23;0;0;0;0;5,53338948872752;3,93182563272433;9,91205078319662;"achkhoy-martan";"Achkhoi-Martan"
"959";4;3;3;2;2;2;2;2;3;3;3;3;3;0;0;0;0;1;2;1;4;4;0;23;0;0;0;0;5,53338948872752;3,93182563272433;9,91205078319662;"achkhoy-martan";"Achkhoi-Martan"
"960";3;3;3;3;3;3;3;2;3;1;2;2;3;0;0;0;0;0;0;0;3;2;1;21;0;0;0;0;5,53338948872752;3,93182563272433;9,91205078319662;"achkhoy-martan";"Achkhoi-Martan"
"961";2;3;3;3;3;4;4;2;3;1;2;3;3;0;1;0;0;0;0;0;3;3;1;20;0;0;0;0;5,53338948872752;3,93182563272433;9,91205078319662;"achkhoy-martan";"Achkhoi-Martan"
"962";3;5;4;3;3;2;2;2;2;1;3;1;4;0;1;0;0;0;2;1;4;5;0;43;0;0;0;0;5,53338948872752;3,93182563272433;9,91205078319662;"achkhoy-martan";"Achkhoi-Martan"
"963";1;2;2;2;2;2;2;4;4;1;3;2;3;0;0;1;0;1;2;0;5;5;0;35;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"964";3;2;2;3;3;2;2;4;3;1;3;2;1;0;0;0;0;1;1;0;6;NA;1;52;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"965";2;2;2;2;2;2;2;2;1;1;2;2;2;0;0;0;0;0;0;0;3;4;1;24;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"966";2;2;2;2;2;2;2;2;3;1;1;3;2;0;0;1;0;1;1;0;5;4;0;25;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"967";2;2;2;2;2;2;2;2;2;1;2;1;1;0;0;0;0;0;2;0;6;5;1;26;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"968";3;2;2;4;4;3;3;1;1;3;1;NA;3;0;1;1;0;0;0;0;6;3;0;40;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"969";4;3;3;1;1;1;1;3;1;1;1;1;1;1;0;0;0;0;0;0;4;4;0;26;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"970";1;3;3;2;2;3;3;2;1;1;2;3;2;0;0;0;0;1;2;1;3;3;1;20;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"971";3;3;3;1;1;4;4;2;2;1;1;2;3;1;1;0;0;0;1;0;3;NA;1;29;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"972";3;4;4;3;3;3;3;3;2;1;2;2;1;0;0;0;0;0;1;0;6;3;0;29;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"973";2;5;4;5;4;2;2;2;4;3;2;4;4;0;0;0;0;1;0;0;1;NA;0;26;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"974";2;5;4;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;2;0;6;4;1;65;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"975";1;1;1;2;2;2;2;4;2;4;1;1;2;1;0;0;0;0;2;0;6;NA;1;30;0;0;0;3;5,50125821054473;3,17805383034795;8,39321601159653;"groznenskiy";"Druzhnoye"
"976";2;2;2;3;3;4;4;2;3;1;1;2;2;0;0;0;0;0;0;0;6;3;0;28;0;0;0;3;5,50125821054473;3,17805383034795;8,39321601159653;"groznenskiy";"Druzhnoye"
"977";3;4;4;3;3;2;2;2;1;1;1;4;2;0;0;0;0;0;2;0;6;5;0;36;0;0;0;3;5,50125821054473;3,17805383034795;8,39321601159653;"groznenskiy";"Druzhnoye"
"978";3;4;4;4;4;3;3;4;1;1;3;4;1;0;0;0;0;0;1;0;4;1;0;62;0;0;0;3;5,50125821054473;3,17805383034795;8,39321601159653;"groznenskiy";"Druzhnoye"
"979";1;1;1;2;2;3;3;2;1;1;2;1;2;0;0;0;0;0;2;1;3;3;1;39;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"980";2;2;2;3;3;2;2;2;4;1;1;4;4;0;0;0;0;1;1;1;4;3;0;35;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"981";2;2;2;2;2;2;2;2;2;1;2;2;2;0;0;0;0;1;1;0;6;4;0;30;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"982";2;2;2;2;2;2;2;2;2;1;1;4;1;0;0;0;0;0;0;0;3;4;1;33;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"983";2;2;2;2;2;3;3;4;2;1;1;2;1;0;0;0;0;0;0;0;3;3;1;58;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"984";3;5;4;4;4;4;4;3;1;1;1;4;4;0;0;0;0;0;1;0;6;NA;1;43;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"985";2;2;2;2;2;2;2;2;2;1;1;4;2;0;0;0;0;0;2;1;3;2;1;34;0;0;0;3;4,62497281328427;3,2188758248682;8,0727793331695;"groznenskiy";"Sadovoye"
"986";3;3;3;3;3;4;4;2;1;4;3;3;3;0;0;0;0;0;2;0;4;3;1;38;0;0;0;3;4,62497281328427;3,2188758248682;8,0727793331695;"groznenskiy";"Sadovoye"
"987";2;2;2;2;2;2;2;4;2;1;1;4;4;0;0;0;NA;NA;2;0;5;4;1;27;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"988";1;3;3;1;1;1;1;3;1;1;1;3;1;0;1;1;NA;1;2;1;4;4;1;35;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"989";2;3;3;1;1;2;2;1;2;1;1;1;1;0;0;0;NA;1;1;0;NA;4;0;23;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"990";3;3;3;3;3;3;3;2;2;1;2;2;3;0;0;1;NA;1;1;0;1;3;0;48;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"991";2;3;3;1;1;1;1;2;1;3;1;1;1;0;0;0;NA;NA;0;0;3;5;1;45;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"992";3;3;3;2;2;1;1;3;3;1;3;2;3;0;1;1;NA;1;2;NA;5;NA;1;52;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"993";2;4;4;3;3;2;2;4;3;NA;4;4;1;0;1;0;NA;0;0;0;NA;3;0;43;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"994";3;3;3;3;3;3;3;3;3;1;3;2;3;1;0;0;NA;0;2;0;2;4;1;32;0;0;1;0;5,4553211153577;3,66356164612965;9,54716968769421;"urus-martan";"Kotar-Yurt"
"995";1;4;4;1;1;3;3;1;1;1;1;1;3;0;0;0;NA;NA;1;0;6;4;1;34;0;0;1;0;5,45958551414416;3,58351893845611;9,40910926014874;"urus-martan";"Samashki"
"996";1;4;4;5;4;2;2;2;1;1;4;1;2;0;0;0;NA;NA;0;0;6;4;1;26;0;0;1;0;4,89034912822175;3,55534806148941;9,89222436025742;"kurchaloi";"Tsotsi-Yurt"
"997";4;1;1;2;2;4;4;1;1;1;2;2;1;0;0;0;NA;NA;NA;1;6;2;1;24;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali"
"998";2;2;2;3;3;2;2;4;2;1;1;3;1;0;0;0;NA;0;0;0;5;1;0;19;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali"
"999";1;5;4;3;3;1;1;3;3;1;4;2;2;0;0;0;NA;NA;0;NA;4;1;1;55;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali"
"1000";1;1;1;1;1;4;4;4;2;1;1;4;1;0;1;0;NA;NA;NA;NA;3;2;1;31;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya"
"1001";1;4;4;1;1;2;2;2;2;3;3;1;1;0;1;1;NA;NA;0;NA;6;1;1;38;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye"
"1002";3;1;1;2;2;1;1;2;1;1;1;1;1;0;0;0;NA;NA;NA;0;6;2;0;35;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1003";2;1;1;2;2;3;3;2;1;1;1;1;1;0;1;0;NA;NA;NA;1;4;3;1;38;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1004";1;2;2;2;2;2;2;2;1;1;1;1;3;0;0;0;NA;0;NA;0;6;3;0;48;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1005";1;3;3;2;2;4;4;3;2;1;2;2;3;0;1;1;NA;0;NA;0;3;3;0;38;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1006";2;3;3;4;4;2;2;3;3;1;2;2;1;0;0;0;NA;NA;0;NA;6;5;0;44;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1007";2;4;4;1;1;3;3;3;2;2;2;3;2;0;1;0;NA;1;2;0;3;5;0;37;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1008";3;4;4;3;3;2;2;2;3;1;1;1;3;0;0;0;NA;1;2;0;6;NA;0;61;0;0;0;0;5,8636311755981;3,61091791264422;8,5769703954521;"urus-martan";"Alkhazurovo"
"1009";3;3;3;3;3;3;3;3;3;3;1;1;3;0;0;0;NA;NA;0;0;6;2;1;28;0;0;1;2;5,63478960316925;3,2188758248682;9,38320064498062;"groznenskiy";"Starye_Atagi"
"1010";3;3;3;2;2;3;3;2;3;1;1;2;1;1;1;0;NA;1;0;0;3;3;0;52;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1011";4;3;3;2;2;1;1;4;3;1;2;3;2;0;1;0;NA;NA;2;1;6;5;0;29;0;0;0;4;4,63472898822964;4,38202663467388;8,92239159729586;"nadterechnyi";"Beno-Yurt"
"1012";2;3;3;2;2;3;3;4;3;1;2;2;2;0;1;1;NA;0;2;0;4;2;0;27;0;0;1;2;5,63478960316925;3,2188758248682;9,38320064498062;"groznenskiy";"Starye_Atagi"
"1013";3;1;1;2;2;1;1;2;1;1;2;2;1;0;0;0;NA;NA;NA;0;NA;4;1;19;0;0;0;3;4,98360662170834;2,83321334405622;8,4368504387337;"groznenskiy";"ptetropavlovskaya"
"1014";2;3;3;3;3;3;3;3;3;3;3;3;3;0;0;1;NA;0;NA;0;NA;4;0;38;0;0;0;3;4,98360662170834;2,83321334405622;8,4368504387337;"groznenskiy";"ptetropavlovskaya"
"1015";1;3;3;4;4;2;2;2;3;2;2;3;1;0;0;1;NA;NA;0;NA;4;NA;0;49;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1016";4;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;NA;NA;1;0;6;4;1;20;1;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya"
"1017";1;1;1;1;1;1;1;3;1;1;3;2;1;0;0;0;NA;0;1;0;6;NA;0;28;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1018";2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;0;NA;1;2;1;6;5;0;39;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1019";4;3;3;2;2;1;1;4;4;1;2;4;4;0;1;1;NA;NA;2;1;5;5;1;NA;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1020";2;5;4;1;1;1;1;2;1;1;4;1;1;0;0;0;NA;0;1;0;4;6;1;22;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1021";2;3;3;1;1;4;4;2;3;1;1;1;3;0;0;0;NA;NA;0;0;NA;4;0;55;0;0;1;0;5,34710753071747;2,94443897916644;9,37704054786718;"groznenskiy";"Aklhan-Kala"
"1022";3;5;4;5;4;2;2;2;2;2;1;2;2;0;0;0;NA;1;1;0;6;4;0;28;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"1023";2;1;1;3;3;2;2;1;1;1;1;3;1;1;1;1;NA;NA;1;1;3;1;1;24;0;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya"
"1024";3;1;1;2;2;1;1;1;2;1;1;1;2;0;0;0;NA;1;2;0;6;4;0;25;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"1025";2;5;4;3;3;2;2;2;1;1;3;2;2;0;0;0;NA;1;2;1;5;3;0;20;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"1026";2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;NA;NA;2;1;NA;NA;0;21;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"1027";4;3;3;1;1;4;4;1;3;1;3;3;2;0;0;0;NA;NA;NA;NA;0;4;0;47;0;0;1;0;4,90527477843843;3,40119738166216;9,35867416648188;"shali";"Mesker_Yurt"
"1028";2;2;2;2;2;3;3;2;2;1;1;2;1;0;0;0;NA;1;2;0;4;4;0;25;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"1029";2;3;3;3;3;2;2;2;2;1;1;3;2;1;0;0;NA;1;1;0;3;3;0;26;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"1030";2;1;1;4;4;1;1;2;1;1;4;1;1;0;0;0;NA;1;1;1;NA;3;1;20;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1031";2;1;1;3;3;1;1;2;1;1;3;2;1;0;0;0;NA;NA;0;0;NA;3;0;25;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1032";2;1;1;2;2;2;2;2;2;2;1;2;2;1;0;1;NA;NA;0;NA;NA;NA;1;25;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1033";2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;NA;0;0;0;NA;5;0;27;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1034";1;3;3;2;2;2;2;3;2;1;2;2;1;0;0;0;NA;NA;NA;NA;5;NA;1;28;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya"
"1035";3;3;3;1;1;1;1;2;1;1;3;1;1;0;1;1;NA;1;2;0;6;5;1;50;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya"
"1036";2;2;2;1;1;2;2;2;2;1;1;2;2;0;0;0;NA;0;NA;0;6;5;0;43;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1037";3;2;2;2;2;2;2;2;2;1;2;2;3;0;0;0;NA;NA;2;0;4;3;0;54;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1038";2;2;2;2;2;2;2;3;2;1;2;2;3;0;0;0;NA;1;2;0;6;3;1;35;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1039";3;2;2;1;1;2;2;2;1;1;2;2;2;0;0;0;NA;NA;2;0;4;3;0;38;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1040";2;3;3;3;3;2;2;2;2;1;1;2;2;0;1;1;NA;NA;1;0;4;5;0;42;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1041";2;3;3;2;2;2;2;2;1;1;1;1;2;0;0;0;NA;1;2;0;6;3;1;28;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1042";3;3;3;3;3;2;2;3;1;1;1;3;3;0;0;1;NA;NA;0;0;3;NA;1;29;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1043";2;5;4;2;2;2;2;2;2;1;2;2;2;0;0;0;NA;NA;1;0;3;3;0;27;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1044";2;2;2;1;1;2;2;1;2;2;1;3;1;0;0;0;NA;NA;2;0;NA;3;0;23;0;0;0;0;5,15905529921453;3,40119738166216;9,37957668922148;"shali";"Germenchuk"
"1045";3;5;4;3;3;1;1;2;2;1;3;1;1;0;0;0;NA;1;2;1;NA;6;1;28;0;0;0;0;5,15905529921453;3,40119738166216;9,37957668922148;"shali";"Germenchuk"
"1046";2;2;2;2;2;2;2;2;2;1;1;1;1;0;0;0;NA;0;1;1;NA;5;1;29;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1047";3;3;3;3;3;2;2;2;2;1;3;2;1;0;0;1;NA;1;2;1;NA;2;0;58;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya"
"1048";3;3;3;3;3;3;3;3;3;1;1;3;3;0;0;0;NA;NA;1;0;NA;NA;0;36;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya"
"1049";2;1;1;4;4;4;5;2;2;2;3;2;4;0;0;0;NA;NA;NA;1;4;2;1;24;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"1050";4;3;3;1;1;4;4;3;1;1;4;1;1;0;0;0;NA;0;0;0;6;1;0;36;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"1051";2;3;3;2;2;3;3;2;3;1;3;3;1;0;0;0;NA;1;1;0;0;4;1;40;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"1052";2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;NA;0;1;1;3;4;0;22;0;0;0;0;5,53338948872752;3,93182563272433;9,91205078319662;"achkhoy-martan";"Achkhoi-Martan"
"1053";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;1;2;1;5;4;1;45;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"1054";2;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;NA;NA;0;1;5;3;1;27;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"1055";2;2;2;2;2;2;2;4;2;1;2;2;3;0;0;0;NA;1;NA;0;4;NA;1;50;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"1056";2;3;3;2;2;2;2;3;2;1;4;2;3;0;0;0;NA;NA;0;0;4;3;1;47;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"1057";3;5;4;4;4;4;4;4;3;4;1;1;4;0;0;0;NA;1;1;0;3;4;0;20;0;0;0;3;5,50125821054473;3,17805383034795;8,39321601159653;"groznenskiy";"Druzhnoye"
"1058";3;1;1;1;1;4;4;3;1;1;1;3;3;0;0;0;NA;NA;1;NA;4;3;1;54;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"1059";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA;2;0;3;4;1;30;0;0;0;3;4,62497281328427;3,2188758248682;8,0727793331695;"groznenskiy";"Sadovoye"
"1060";3;4;4;4;4;3;3;2;2;1;4;2;1;1;1;1;1;1;2;1;6;2;0;45;0;0;1;0;5,88610403145016;4,04305126783455;8,57678198282789;"achkhoy-martan";"Bamut"
"1061";1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;NA;NA;NA;0;NA;1;0;33;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi"
"1062";2;2;2;2;2;2;2;2;1;1;3;2;2;0;0;0;NA;NA;NA;1;NA;3;1;33;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi"
"1063";2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;NA;NA;NA;0;NA;3;0;21;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi"
"1064";3;3;3;4;4;3;3;3;3;3;3;3;3;0;1;0;NA;NA;NA;0;NA;4;1;22;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi"
"1065";3;3;3;4;4;3;3;1;NA;NA;NA;NA;NA;0;0;0;NA;NA;NA;1;NA;2;0;23;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi"
"1066";3;3;3;3;3;3;3;3;3;3;3;3;3;0;0;0;NA;NA;NA;0;NA;2;1;30;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi"
"1067";2;3;3;3;3;3;3;2;3;1;3;3;3;0;0;0;NA;NA;NA;1;NA;1;1;23;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi"
"1068";1;4;4;3;3;1;1;4;1;1;4;2;1;1;0;0;NA;NA;NA;1;6;3;1;51;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety"
