"";"Q1";"Q3";"Q3_graph";"Q5";"Q5_graph";"Q8_graph";"Q8";"Q10";"Q12";"Q14";"Q16";"Q18";"Q20";"court";"imam";"elders";"killed";"wounded";"damaged";"displaced";"edu";"income";"female";"age";"unemployed";"urban_com";"com_exposure";"russ_pop";"lmaltitude";"ldistance_Grozny";"lcom_size";"rayon";"location"
"503";2;3;3;1;1;3;3;2;2;1;1;1;2;0;0;0;1;0;2;1;5;3;0;27;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"504";2;2;2;3;3;2;2;2;2;2;3;2;2;0;0;0;1;1;2;0;3;5;0;25;0;0;0;3;4,62497281328427;3,2188758248682;8,0727793331695;"groznenskiy";"Sadovoye"
"505";3;2;2;3;3;1;1;2;2;1;2;3;3;0;0;0;1;1;2;0;4;NA;0;31;0;0;0;3;4,62497281328427;3,2188758248682;8,0727793331695;"groznenskiy";"Sadovoye"
"506";3;2;2;1;1;3;3;2;1;1;1;3;1;0;0;0;1;1;2;0;3;3;1;54;0;0;0;3;4,62497281328427;3,2188758248682;8,0727793331695;"groznenskiy";"Sadovoye"
"507";2;2;2;3;3;4;4;2;1;1;1;3;1;0;1;0;1;NA;2;1;6;3;0;32;0;0;0;3;4,62497281328427;3,2188758248682;8,0727793331695;"groznenskiy";"Sadovoye"
"508";2;2;2;3;3;2;2;2;2;1;4;2;2;0;0;0;1;1;2;1;4;4;0;31;0;0;0;3;4,62497281328427;3,2188758248682;8,0727793331695;"groznenskiy";"Sadovoye"
"509";3;3;3;3;3;3;3;3;3;3;4;2;3;0;0;0;1;0;1;0;3;4;0;54;0;0;0;3;4,62497281328427;3,2188758248682;8,0727793331695;"groznenskiy";"Sadovoye"
"510";2;1;1;2;2;1;1;2;2;1;1;1;1;0;0;0;0;1;1;0;2;4;0;23;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"511";1;1;1;1;1;1;1;4;2;1;4;4;1;1;0;0;0;1;0;NA;3;NA;1;40;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"512";2;1;1;2;2;2;2;1;2;1;3;1;1;0;0;1;0;0;1;0;6;5;1;31;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"513";1;1;1;1;1;1;1;2;1;1;1;1;2;0;0;0;0;1;2;0;5;4;1;26;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"514";1;1;1;3;3;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;4;4;1;42;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"515";4;1;1;1;1;2;2;2;2;1;2;2;1;1;1;1;0;0;2;0;6;4;1;22;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"516";1;1;1;1;1;1;1;1;2;1;3;2;1;0;0;0;0;0;1;0;6;5;1;27;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"517";1;1;1;1;1;1;1;3;1;1;1;1;1;1;0;0;0;0;0;0;6;5;1;39;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"518";1;2;2;2;2;4;4;1;2;1;4;4;2;0;1;1;0;0;2;0;3;3;0;45;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"519";2;2;2;3;3;1;1;2;2;1;2;2;1;0;0;0;0;1;1;0;5;3;1;49;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"520";2;2;2;2;2;2;2;2;3;1;1;3;1;0;0;0;0;1;1;1;4;2;0;50;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"521";2;2;2;3;3;2;2;3;3;4;1;3;1;1;0;1;0;0;1;1;6;3;0;33;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"522";2;2;2;5;4;3;3;2;2;1;2;2;2;0;0;0;0;1;2;1;6;5;1;25;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"523";2;2;2;3;3;2;2;2;3;2;3;3;2;0;1;1;0;1;2;1;3;5;1;55;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"524";3;2;2;1;1;3;3;2;1;1;1;1;3;1;0;0;0;0;2;0;6;3;0;41;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"525";1;2;2;3;3;1;1;2;2;3;1;1;1;0;0;1;0;0;1;0;5;NA;0;46;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"526";3;3;3;3;3;3;3;3;3;3;3;3;3;0;1;1;0;0;2;0;6;4;0;54;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"527";2;3;3;3;3;2;2;2;4;1;4;4;3;0;0;0;0;0;0;0;6;3;1;26;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"528";2;3;3;2;2;1;1;2;1;2;1;1;1;0;0;0;0;NA;1;0;3;3;0;37;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"529";1;4;4;3;3;1;1;2;2;1;2;1;2;1;0;0;0;1;2;0;5;NA;0;54;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"530";3;4;4;4;4;1;1;2;2;1;1;2;2;0;0;0;0;0;2;0;5;4;1;NA;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"531";2;4;4;3;3;4;5;3;1;1;1;2;1;0;0;0;0;0;0;0;3;2;1;42;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"532";2;4;4;2;2;4;4;4;2;1;4;2;4;0;0;0;0;1;2;0;5;5;1;28;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"533";2;4;4;1;1;2;2;3;1;1;1;1;1;0;0;0;0;NA;1;1;3;1;0;43;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"534";2;4;4;2;2;2;2;3;2;3;2;1;3;0;0;1;0;1;2;1;NA;3;1;27;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"535";3;4;4;1;1;1;1;2;1;2;1;2;1;1;0;0;0;1;1;0;3;4;0;46;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"536";2;5;4;1;1;3;3;2;2;3;1;1;1;0;0;1;0;NA;0;1;3;4;0;53;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"537";2;1;1;2;2;2;2;4;3;1;1;2;2;NA;0;1;0;0;1;1;2;3;1;69;0;0;1;0;5,88610403145016;4,04305126783455;8,57678198282789;"achkhoy-martan";"Bamut"
"538";2;2;2;3;3;1;1;1;1;1;4;2;1;0;1;0;0;0;2;1;3;3;0;63;1;0;1;0;5,88610403145016;4,04305126783455;8,57678198282789;"achkhoy-martan";"Bamut"
"539";2;2;2;5;4;2;2;3;4;4;3;2;2;0;1;0;0;1;2;0;6;4;1;45;0;0;1;0;5,4553211153577;3,66356164612965;9,54716968769421;"urus-martan";"Kotar-Yurt"
"540";1;2;2;5;4;4;5;3;3;1;4;1;1;1;0;1;0;0;2;0;6;4;1;33;0;0;1;0;5,4553211153577;3,66356164612965;9,54716968769421;"urus-martan";"Kotar-Yurt"
"541";2;2;2;2;2;2;2;2;4;1;1;2;2;0;1;0;0;0;2;1;6;3;1;52;1;0;1;0;5,4553211153577;3,66356164612965;9,54716968769421;"urus-martan";"Kotar-Yurt"
"542";3;2;2;2;2;3;3;3;1;1;1;3;3;1;0;0;0;0;2;0;6;2;1;23;0;0;1;0;5,45958551414416;3,58351893845611;9,40910926014874;"urus-martan";"Samashki"
"543";2;2;2;2;2;2;2;2;2;2;2;2;2;0;1;0;0;0;2;1;6;3;0;54;0;0;1;0;5,45958551414416;3,58351893845611;9,40910926014874;"urus-martan";"Samashki"
"544";2;2;2;2;2;2;2;2;2;2;2;2;2;0;1;0;0;0;2;1;3;4;1;29;0;0;1;0;5,45958551414416;3,58351893845611;9,40910926014874;"urus-martan";"Samashki"
"545";2;2;2;2;2;2;2;2;3;1;1;2;1;0;1;0;0;0;1;0;3;4;0;39;0;0;1;0;5,45958551414416;3,58351893845611;9,40910926014874;"urus-martan";"Samashki"
"546";1;3;3;3;3;1;1;1;1;3;1;1;2;0;0;0;0;0;2;0;6;4;1;25;0;0;1;0;5,45958551414416;3,58351893845611;9,40910926014874;"urus-martan";"Samashki"
"547";2;4;4;3;3;3;3;2;2;1;1;2;1;1;0;0;0;0;2;1;4;4;1;37;0;0;1;0;5,45958551414416;3,58351893845611;9,40910926014874;"urus-martan";"Samashki"
"548";2;4;4;1;1;4;5;4;1;1;3;1;2;0;0;1;0;0;0;0;3;3;1;42;0;0;1;0;5,45958551414416;3,58351893845611;9,40910926014874;"urus-martan";"Samashki"
"549";2;5;4;3;3;4;5;2;1;3;4;2;2;0;0;0;0;1;0;0;3;1;0;30;0;0;0;3;4,62497281328427;3,2188758248682;8,0727793331695;"groznenskiy";"Sadovoye"
"550";1;4;4;3;3;4;4;2;1;1;1;1;2;0;0;0;0;0;1;0;6;3;0;31;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"551";1;4;4;3;3;4;4;2;1;1;1;1;2;0;0;0;0;1;2;0;6;4;0;39;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"552";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;2;0;NA;1;1;36;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi"
"553";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;2;0;NA;5;0;26;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi"
"554";2;2;2;2;2;1;1;2;1;2;2;1;2;0;0;0;0;0;0;0;3;3;1;53;0;0;1;0;6,57507584059962;4,18965474202643;8,5434455625603;"vedeno";"Vedeno"
"555";3;4;4;3;3;3;3;3;3;1;4;1;3;0;0;0;0;0;2;0;6;4;0;40;0;0;1;0;6,57507584059962;4,18965474202643;8,5434455625603;"vedeno";"Vedeno"
"556";3;3;3;3;3;3;3;3;3;3;3;NA;1;0;0;0;0;1;0;0;NA;1;0;24;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi"
"557";3;3;3;3;3;NA;NA;NA;1;3;3;3;3;0;1;1;0;0;1;0;NA;5;0;32;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi"
"558";2;3;3;2;2;2;2;2;2;3;2;2;2;0;1;0;0;0;0;0;NA;3;1;30;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi"
"559";4;5;4;3;3;3;3;4;3;1;1;4;3;1;0;0;0;1;2;0;6;3;0;31;0;0;1;0;6,42648845745769;4,02535169073515;7,83320394864106;"shatoi";"Shatoi"
"560";1;1;1;3;3;1;1;1;1;1;1;1;1;1;0;0;0;0;2;0;6;5;1;29;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety"
"561";3;1;1;1;1;2;2;1;1;1;3;1;1;1;1;0;0;0;2;0;5;1;1;25;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety"
"562";3;2;2;3;3;1;1;2;1;1;3;1;3;0;0;0;0;0;0;1;4;3;0;33;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety"
"563";1;2;2;3;3;2;2;1;2;4;1;1;3;0;0;1;0;0;2;0;3;3;1;49;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety"
"564";3;5;4;3;3;2;2;2;1;1;1;2;3;0;0;0;0;0;2;0;3;1;0;34;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety"
"565";2;1;1;4;4;1;1;1;1;3;3;1;2;0;1;0;0;0;1;0;NA;3;0;28;0;0;1;0;6,50279004591562;4,0943445622221;7,87245515006398;"vedeno";"elistangi"
"566";3;3;3;2;2;3;3;3;2;1;1;4;1;0;1;0;0;0;1;1;NA;3;0;29;0;0;1;0;6,50279004591562;4,0943445622221;7,87245515006398;"vedeno";"elistangi"
"567";2;3;3;2;2;2;2;2;2;1;2;2;2;0;1;0;0;NA;2;0;NA;4;1;28;0;0;1;0;6,50279004591562;4,0943445622221;7,87245515006398;"vedeno";"elistangi"
"568";1;3;3;3;3;1;1;2;2;1;4;2;1;0;0;0;0;0;1;0;NA;4;1;29;0;0;1;0;6,50279004591562;4,0943445622221;7,87245515006398;"vedeno";"elistangi"
"569";2;1;1;1;1;2;2;1;1;1;1;2;1;0;0;0;0;0;2;0;5;NA;1;28;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety"
"570";3;3;3;3;3;1;1;2;2;1;1;1;1;0;0;0;0;0;2;0;6;2;0;28;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety"
"571";4;1;1;3;3;4;4;3;4;1;2;3;2;0;0;0;0;0;0;0;6;5;1;27;0;0;1;0;4,89034912822175;3,55534806148941;9,89222436025742;"kurchaloi";"Tsotsi-Yurt"
"572";1;2;2;1;1;1;1;4;3;1;4;1;1;0;0;1;0;1;2;0;6;4;1;44;0;0;1;0;4,89034912822175;3,55534806148941;9,89222436025742;"kurchaloi";"Tsotsi-Yurt"
"573";2;3;3;2;2;1;1;2;2;1;1;1;1;0;1;1;0;0;2;1;6;NA;1;54;0;0;1;0;4,89034912822175;3,55534806148941;9,89222436025742;"kurchaloi";"Tsotsi-Yurt"
"574";1;1;1;1;1;3;3;3;3;3;3;3;3;0;0;0;0;1;1;0;NA;5;1;29;0;0;0;0;5,92692602597041;4,70953020131233;8,81640849968169;"nozhai_yurt";"nozhai_yurt"
"575";3;2;2;2;2;2;2;2;2;2;1;2;1;1;1;1;0;NA;0;1;NA;3;0;38;0;0;0;0;5,92692602597041;4,70953020131233;8,81640849968169;"nozhai_yurt";"nozhai_yurt"
"576";2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;2;1;NA;2;1;19;0;0;0;0;5,92692602597041;4,70953020131233;8,81640849968169;"nozhai_yurt";"nozhai_yurt"
"577";2;2;2;2;2;1;1;NA;4;1;1;3;1;NA;0;0;0;1;1;0;NA;6;1;25;0;0;0;0;5,92692602597041;4,70953020131233;8,81640849968169;"nozhai_yurt";"nozhai_yurt"
"578";2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;NA;1;0;37;0;0;0;0;5,92692602597041;4,70953020131233;8,81640849968169;"nozhai_yurt";"nozhai_yurt"
"579";1;5;4;3;3;1;1;4;1;1;1;1;2;0;1;1;0;NA;NA;0;NA;4;0;32;0;0;0;0;5,92692602597041;4,70953020131233;8,81640849968169;"nozhai_yurt";"nozhai_yurt"
"580";2;1;1;2;2;1;1;2;3;3;3;3;3;1;0;0;0;0;0;0;6;1;1;44;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali"
"581";1;1;1;1;1;1;1;1;2;1;4;3;2;0;0;0;0;0;1;0;6;2;1;58;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali"
"582";2;1;1;1;1;1;1;2;2;2;2;1;3;0;0;0;0;0;0;0;4;2;0;51;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali"
"583";2;3;3;2;2;3;3;3;3;1;2;2;1;0;0;0;0;0;1;0;6;3;1;51;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali"
"584";3;4;4;2;2;4;5;2;3;1;3;1;2;0;0;0;0;NA;0;1;4;3;0;37;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali"
"585";3;5;4;3;3;3;3;2;2;1;2;2;3;1;1;1;0;1;1;0;6;4;0;37;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali"
"586";1;5;4;3;3;3;3;3;3;1;3;2;2;0;0;0;0;0;0;0;4;3;1;51;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali"
"587";1;5;4;4;4;1;1;3;2;1;3;2;1;0;0;0;0;0;1;1;6;5;1;48;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali"
"588";3;1;1;2;2;2;2;1;1;1;1;1;2;1;0;1;0;0;2;0;NA;5;1;21;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"589";2;2;2;1;1;4;4;4;2;1;2;4;2;0;1;0;0;1;1;0;NA;3;0;23;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"590";3;2;2;3;3;3;3;2;3;1;1;4;3;1;1;1;0;0;2;0;NA;4;0;20;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"591";1;4;4;3;3;3;3;3;3;3;3;3;3;0;1;0;0;0;0;0;NA;2;0;47;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"592";2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;NA;0;6;3;1;52;0;0;0;4;4,63472898822964;4,38202663467388;8,92239159729586;"nadterechnyi";"Beno-Yurt"
"593";4;2;2;2;2;2;2;2;2;1;2;4;4;1;0;0;0;0;NA;0;5;3;0;22;0;0;0;4;4,63472898822964;4,38202663467388;8,92239159729586;"nadterechnyi";"Beno-Yurt"
"594";NA;4;4;3;3;2;2;2;2;1;4;2;4;0;0;0;0;0;NA;0;6;4;0;32;0;0;0;4;4,63472898822964;4,38202663467388;8,92239159729586;"nadterechnyi";"Beno-Yurt"
"595";NA;4;4;1;1;2;2;2;2;2;2;2;2;0;0;0;0;0;NA;0;6;4;0;32;0;0;0;4;4,63472898822964;4,38202663467388;8,92239159729586;"nadterechnyi";"Beno-Yurt"
"596";3;5;4;3;3;3;3;4;3;3;3;3;3;0;0;0;0;0;NA;0;6;3;0;40;0;0;0;4;4,63472898822964;4,38202663467388;8,92239159729586;"nadterechnyi";"Beno-Yurt"
"597";1;1;1;3;3;1;1;3;1;1;2;3;3;0;0;0;0;0;NA;0;6;3;1;37;0;0;0;11;3,55534806148941;4,51085950651685;9,0267780457461;"nadterechnyi";"Eli-Yurt"
"598";1;1;1;3;3;1;1;2;1;1;2;2;1;0;0;0;0;0;NA;0;5;3;0;41;0;0;0;11;3,55534806148941;4,51085950651685;9,0267780457461;"nadterechnyi";"Eli-Yurt"
"599";2;3;3;2;2;2;2;2;1;1;1;2;2;0;0;0;0;0;NA;0;6;3;1;50;0;0;0;11;3,55534806148941;4,51085950651685;9,0267780457461;"nadterechnyi";"Eli-Yurt"
"600";1;1;1;2;2;2;2;4;1;1;1;3;3;0;0;0;0;0;1;0;4;3;1;36;0;0;0;6;4,40671924726425;4,26267987704132;9,04487593224865;"nadterechnyi";"Nadterechnyi"
"601";2;2;2;2;2;1;1;2;1;1;2;2;2;0;0;0;0;0;2;0;4;1;0;49;0;0;0;6;4,40671924726425;4,26267987704132;9,04487593224865;"nadterechnyi";"Nadterechnyi"
"602";3;2;2;2;2;1;1;2;2;1;2;2;1;0;0;0;0;0;0;0;4;4;1;49;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"603";2;2;2;3;3;2;2;2;1;1;2;2;2;0;1;0;0;0;0;0;4;3;1;46;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"604";2;3;3;3;3;2;2;3;1;1;1;1;2;0;0;0;0;0;NA;0;6;4;1;35;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"605";2;3;3;3;3;1;1;2;1;1;2;2;2;0;0;0;0;0;NA;0;6;3;1;49;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"606";3;4;4;5;4;2;2;2;2;2;4;2;2;1;1;1;0;0;NA;1;6;3;0;41;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"607";2;2;2;3;3;1;1;2;1;1;1;1;2;0;0;1;0;0;0;1;3;3;1;48;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye"
"608";1;4;4;1;1;1;1;3;1;1;1;1;1;1;0;0;0;0;0;0;6;4;1;46;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye"
"609";3;1;1;2;2;2;2;1;3;1;2;2;1;0;0;0;0;0;0;0;5;2;0;26;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya"
"610";4;1;1;4;4;4;4;4;2;3;1;2;1;0;1;0;0;1;2;0;3;1;0;44;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya"
"611";1;1;1;1;1;2;2;2;1;1;3;2;3;1;1;0;0;0;1;0;3;3;1;44;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya"
"612";2;1;1;2;2;3;3;3;1;1;1;4;2;0;0;0;0;0;2;0;4;2;1;28;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya"
"613";1;2;2;2;2;2;2;1;1;1;2;3;1;0;0;0;0;1;1;1;3;2;0;28;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya"
"614";2;3;3;1;1;3;3;3;1;1;1;1;2;0;0;0;0;0;0;0;3;4;0;33;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya"
"615";2;3;3;1;1;4;4;1;1;1;1;4;1;0;0;0;0;0;1;0;6;3;1;28;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya"
"616";2;4;4;1;1;2;2;3;1;1;3;3;1;0;0;0;0;1;0;1;5;1;1;21;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya"
"617";4;4;4;1;1;3;3;4;2;1;1;2;4;0;1;0;0;1;2;0;1;2;1;57;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya"
"618";3;4;4;4;4;2;2;2;1;1;1;2;1;0;1;1;0;0;0;0;3;4;0;22;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya"
"619";2;4;4;1;1;4;5;2;4;1;4;2;2;0;0;0;0;NA;NA;0;5;2;1;19;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya"
"620";2;4;4;1;1;4;4;4;3;1;1;4;1;0;0;0;0;0;1;0;NA;2;0;25;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya"
"621";2;5;4;5;4;2;2;3;1;2;2;4;1;0;0;0;0;0;0;0;3;4;0;29;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya"
"622";3;5;4;2;2;1;1;2;1;2;1;1;4;0;0;1;0;0;0;0;6;5;1;29;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya"
"623";2;1;1;4;4;4;5;2;2;2;3;2;4;0;0;0;0;0;0;0;4;2;1;53;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye"
"624";2;2;2;2;2;2;2;2;1;1;2;2;2;0;0;0;0;1;2;0;3;2;0;62;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye"
"625";3;2;2;4;4;3;3;1;1;3;1;NA;3;0;1;1;0;0;2;1;6;2;0;25;1;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye"
"626";2;2;2;2;2;2;2;2;2;1;2;1;1;0;0;0;0;0;2;0;6;5;0;28;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye"
"627";2;2;2;2;2;2;2;4;2;1;2;2;3;0;0;0;0;0;2;1;4;1;0;48;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye"
"628";2;2;2;3;3;1;1;1;1;1;3;3;1;0;0;0;0;0;1;0;6;2;1;60;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye"
"629";2;3;3;4;4;3;3;3;3;1;3;2;1;0;0;1;0;1;2;0;6;2;1;22;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye"
"630";4;3;3;1;1;1;1;3;1;1;1;1;1;1;0;0;0;NA;NA;0;4;1;0;52;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye"
"631";3;3;3;1;1;3;3;3;3;1;1;3;1;0;0;0;0;1;1;0;3;6;0;56;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye"
"632";3;3;3;1;1;4;4;2;2;1;1;2;3;1;1;0;0;0;2;1;3;1;0;49;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye"
"633";3;4;4;2;2;1;1;3;3;1;1;3;1;1;1;1;0;0;0;0;6;3;0;27;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye"
"634";1;4;4;3;3;2;2;3;3;4;3;3;1;0;0;0;0;0;1;1;1;5;1;78;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye"
"635";2;5;4;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;1;0;5;2;1;35;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye"
"636";2;5;4;3;3;1;1;4;3;1;1;3;1;0;0;0;0;0;2;0;6;1;1;41;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye"
"637";2;5;4;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;2;1;6;2;0;34;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye"
"638";2;1;1;1;1;2;2;2;1;1;1;2;1;1;1;0;0;0;NA;1;4;4;1;32;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"639";2;1;1;2;2;2;2;2;2;2;2;2;2;0;0;0;0;1;2;1;6;3;0;21;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"640";1;1;1;2;2;1;1;2;1;3;2;2;1;1;1;0;0;0;1;0;6;2;1;30;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"641";1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;NA;0;4;4;1;56;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"642";2;1;1;2;2;2;2;1;2;1;2;2;2;0;0;0;0;1;0;0;3;5;1;39;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
